,rawindex,zip,ll,district,population,popu_permilesquare,rank,zip_group
9,1109.,12154,"42.927812, -73.590652","Schaghticoke, New York",2704,66.20,"#16,402",121
10,1110.,13310,"42.889620, -75.571545","Bouckville, New York",491,66.07,"#16,416",133
11,1111.,14837,"42.490228, -77.016336","Dundee, New York",5314,65.99,"#16,422",148
12,1112.,13673,"44.180844, -75.726040","Philadelphia, New York",2349,65.93,"#16,426",136
13,1113.,12029,"42.415956, -73.424965","Canaan, New York",1387,65.56,"#16,457",120
14,1114.,13118,"42.755585, -76.387278","Moravia, New York",6728,65.39,"#16,470",131
15,1115.,13101,"42.599501, -76.066293","Mc Graw, New York",2309,65.31,"#16,476",131
16,1116.,13675,"44.281718, -75.846286","Plessis, New York",98,65.24,"#16,481",136
17,1117.,14715,"42.076533, -78.144754","Bolivar, New York",3277,65.18,"#16,489",147
18,1118.,12734,"41.734585, -74.750460","Ferndale, New York",837,65.14,"#16,492",127
19,1119.,12074,"43.078638, -74.060443","Galway, New York",3195,65.11,"#16,495",120
20,1120.,13026,"42.756705, -76.651626","Aurora, New York",1841,64.77,"#16,522",130
21,1121.,12762,"41.664364, -74.792204","Mongaup Valley, New York",342,64.67,"#16,528",127
22,1122.,12809,"43.241806, -73.471231","Argyle, New York",3667,64.50,"#16,540",128
23,1123.,12766,"41.815208, -74.978854","North Branch, New York",456,64.42,"#16,546",127
24,1124.,12885,"43.524438, -73.821873","Warrensburg, New York",4646,64.29,"#16,558",128
25,1125.,12059,"42.619229, -74.060894","East Berne, New York",1843,63.90,"#16,598",120
26,1126.,13849,"42.364096, -75.315824","Unadilla, New York",5151,63.75,"#16,610",138
27,1127.,14477,"43.335707, -78.133393","Kent, New York",1689,63.72,"#16,615",144
28,1128.,13450,"42.699265, -74.813133","Roseboom, New York",219,63.59,"#16,630",134
29,1129.,13825,"42.455996, -75.191937","Otego, New York",3535,63.58,"#16,632",138
30,1130.,13339,"42.936896, -74.658660","Fort Plain, New York",6787,63.45,"#16,644",133
31,1131.,13809,"42.410311, -75.428623","Mount Upton, New York",1372,63.27,"#16,659",138
32,1132.,12846,"43.345954, -73.789719","Lake Luzerne, New York",3162,63.26,"#16,660",128
33,1133.,13452,"43.043056, -74.630470","Saint Johnsville, New York",4408,63.20,"#16,672",134
34,1134.,14427,"42.615137, -78.050762","Castile, New York",2181,63.05,"#16,695",144
35,1135.,12092,"42.703054, -74.389967","Howes Cave, New York",861,63.04,"#16,696",120
36,1136.,14841,"42.517515, -76.852181","Hector, New York",773,62.48,"#16,751",148
37,1137.,13111,"43.258488, -76.614264","Martville, New York",1748,62.39,"#16,760",131
38,1138.,13778,"42.359219, -75.759496","Greene, New York",6389,62.32,"#16,767",137
39,1139.,12787,"41.795396, -74.845023","White Sulphur Springs, New York",223,62.22,"#16,782",127
40,1140.,13301,"43.422141, -75.223686","Alder Creek, New York",219,62.12,"#16,794",133
41,1141.,12992,"44.826541, -73.532192","West Chazy, New York",4533,62.12,"#16,796",129
42,1142.,13642,"44.332561, -75.465315","Gouverneur, New York",10329,62.00,"#16,802",136
43,1143.,12160,"42.753580, -74.347628","Sloansville, New York",1177,61.96,"#16,807",121
44,1144.,13743,"42.217061, -76.332567","Candor, New York",3807,61.88,"#16,813",137
45,1145.,12770,"41.449597, -74.851422","Pond Eddy, New York",272,61.78,"#16,820",127
46,1146.,12457,"42.046634, -74.233239","Mount Tremper, New York",1123,61.77,"#16,823",124
47,1147.,13122,"42.838680, -75.844781","New Woodstock, New York",1209,61.46,"#16,867",131
48,1148.,13787,"42.200328, -75.665581","Harpursville, New York",3642,61.37,"#16,872",137
49,1149.,12883,"43.836665, -73.552970","Ticonderoga, New York",5160,61.26,"#16,883",128
50,1150.,12723,"41.775783, -75.018807","Callicoon, New York",2251,61.09,"#16,895",127
51,1151.,14098,"43.333873, -78.378758","Lyndonville, New York",2896,61.01,"#16,902",140
52,1152.,13354,"43.261606, -75.270920","Holland Patent, New York",3090,61.00,"#16,907",133
53,1153.,13734,"42.069955, -76.409653","Barton, New York",2511,60.92,"#16,916",137
54,1154.,14847,"42.608582, -76.734212","Interlaken, New York",2411,60.90,"#16,919",148
55,1155.,12935,"44.843039, -73.749557","Ellenburg Depot, New York",5494,60.81,"#16,927",129
56,1156.,14145,"42.729606, -78.434328","Strykersville, New York",1732,60.35,"#16,972",141
57,1157.,13865,"42.064423, -75.637752","Windsor, New York",6507,60.24,"#16,983",138
58,1158.,12517,"42.144292, -73.503163","Copake Falls, New York",317,60.19,"#16,989",125
59,1159.,14525,"42.869999, -78.011531","Pavilion, New York",2971,60.08,"#16,999",145
60,1160.,14821,"42.238903, -77.207758","Campbell, New York",3503,59.90,"#17,015",148
61,1161.,12567,"41.983070, -73.660642","Pine Plains, New York",2938,59.84,"#17,020",125
62,1162.,14008,"43.309798, -78.629027","Appleton, New York",1489,59.67,"#17,032",140
63,1163.,12028,"42.934442, -73.442269","Buskirk, New York",1100,59.64,"#17,035",120
64,1164.,12116,"42.538795, -74.911164","Maryland, New York",1807,59.58,"#17,042",121
65,1165.,14058,"43.109493, -78.160006","Elba, New York",2325,59.52,"#17,048",140
66,1166.,12741,"41.830767, -75.088311","Hankins, New York",252,59.51,"#17,051",127
67,1167.,13796,"42.548152, -75.145203","Laurens, New York",1190,59.08,"#17,084",137
68,1168.,12066,"42.795866, -74.317456","Esperance, New York",1797,58.91,"#17,102",120
69,1169.,12062,"42.547941, -73.544568","East Nassau, New York",1728,58.83,"#17,114",120
70,1170.,12057,"42.960614, -73.351947","Eagle Bridge, New York",1713,58.62,"#17,138",120
71,1171.,14561,"42.819550, -77.130007","Stanley, New York",2875,58.56,"#17,146",145
72,1172.,12031,"42.767245, -74.446885","Carlisle, New York",130,58.54,"#17,148",120
73,1173.,13605,"43.807294, -76.050285","Adams, New York",4615,58.50,"#17,153",136
74,1174.,12046,"42.509480, -73.923510","Coeymans Hollow, New York",934,58.33,"#17,168",120
75,1175.,14560,"42.690701, -77.582961","Springwater, New York",2134,58.21,"#17,186",145
76,1176.,13733,"42.297364, -75.478119","Bainbridge, New York",4874,57.87,"#17,209",137
77,1177.,13318,"42.920182, -75.261538","Cassville, New York",1429,57.87,"#17,210",133
78,1178.,14840,"42.441073, -77.188573","Hammondsport, New York",3406,57.84,"#17,212",148
79,1179.,14842,"42.600505, -76.981134","Himrod, New York",909,57.74,"#17,228",148
80,1180.,14738,"42.045388, -79.056846","Frewsburg, New York",3800,57.64,"#17,238",147
81,1181.,12719,"41.483758, -74.916637","Barryville, New York",1012,57.57,"#17,242",127
82,1182.,14736,"42.140503, -79.746885","Findley Lake, New York",289,57.31,"#17,280",147
83,1183.,12494,"41.967413, -74.294206","West Shokan, New York",714,57.23,"#17,287",124
84,1184.,13753,"42.295421, -74.924118","Delhi, New York",5474,57.17,"#17,294",137
85,1185.,12887,"43.550808, -73.383202","Whitehall, New York",4710,57.05,"#17,314",128
86,1186.,14005,"42.917699, -78.241631","Alexander, New York",1753,56.99,"#17,321",140
87,1187.,12581,"41.900541, -73.692273","Stanfordville, New York",2231,56.96,"#17,325",125
88,1188.,14838,"42.183871, -76.658655","Erin, New York",2105,56.43,"#17,378",148
89,1189.,14129,"42.481182, -79.017384","Perrysburg, New York",1812,56.32,"#17,390",141
90,1190.,12461,"41.926103, -74.301048","Olivebridge, New York",1781,56.06,"#17,418",124
91,1191.,12156,"42.470821, -73.748257","Schodack Landing, New York",923,55.99,"#17,426",121
92,1192.,14065,"42.488879, -78.315214","Freedom, New York",2003,55.78,"#17,449",140
93,1193.,12865,"43.214159, -73.347451","Salem, New York",3152,55.74,"#17,457",128
94,1194.,12850,"43.102616, -73.981441","Middle Grove, New York",2242,55.73,"#17,460",128
95,1195.,12738,"41.654765, -74.560004","Glen Wild, New York",320,55.70,"#17,465",127
96,1196.,13326,"42.722500, -74.895381","Cooperstown, New York",5598,55.66,"#17,471",133
97,1197.,12783,"41.738633, -74.833724","Swan Lake, New York",2169,55.63,"#17,476",127
98,1198.,13807,"42.629776, -75.028841","Milford, New York",1319,55.42,"#17,499",138
99,1199.,14055,"42.562879, -78.600126","East Concord, New York",1469,54.86,"#17,578",140
100,1200.,12168,"42.560992, -73.387574","Stephentown, New York",2083,54.65,"#17,601",121
1,1201.,12042,"42.425570, -73.920464","Climax, New York",812,54.62,"#17,606",120
2,1202.,13730,"42.238949, -75.571439","Afton, New York",2982,54.52,"#17,614",137
3,1203.,14857,"42.515012, -76.921115","Lakemont, New York",9,54.34,"#17,643",148
4,1204.,14747,"42.158209, -79.084048","Kennedy, New York",2436,54.19,"#17,653",147
5,1205.,12072,"42.884893, -74.356741","Fultonville, New York",2545,54.00,"#17,671",120
6,1206.,12193,"42.507525, -74.038399","Westerlo, New York",2117,53.87,"#17,690",121
7,1207.,14772,"42.157470, -78.952618","Randolph, New York",4274,53.43,"#17,733",147
8,1208.,13750,"42.459563, -74.831929","Davenport, New York",1305,53.35,"#17,747",137
9,1209.,14883,"42.243022, -76.472102","Spencer, New York",3866,53.10,"#17,768",148
10,1210.,12165,"42.308282, -73.499864","Spencertown, New York",236,53.05,"#17,776",121
11,1211.,14881,"42.405998, -76.351681","Slaterville Springs, New York",161,52.93,"#17,795",148
12,1212.,14726,"42.253585, -79.020279","Conewango Valley, New York",2144,52.93,"#17,797",147
13,1213.,14812,"42.286166, -76.974274","Beaver Dams, New York",3932,52.70,"#17,826",148
14,1214.,13402,"42.908511, -75.499306","Madison, New York",1694,52.56,"#17,841",134
15,1215.,12064,"42.617772, -74.649399","East Worcester, New York",480,52.42,"#17,863",120
16,1216.,14091,"42.537727, -78.882534","Lawtons, New York",1135,52.36,"#17,873",140
17,1217.,14879,"42.307683, -77.202498","Savona, New York",1985,52.19,"#17,894",148
18,1218.,14740,"42.222299, -79.148649","Gerry, New York",1138,52.09,"#17,905",147
19,1219.,14825,"42.055631, -76.605721","Chemung, New York",918,52.02,"#17,913",148
20,1220.,12429,"41.815633, -73.974822","Esopus, New York",51,51.88,"#17,926",124
21,1221.,13431,"43.209082, -75.073328","Poland, New York",1840,51.74,"#17,938",134
22,1222.,13334,"42.838213, -75.654080","Eaton, New York",1526,51.41,"#17,986",133
23,1223.,12149,"42.630367, -74.559012","Richmondville, New York",2008,51.26,"#18,003",121
24,1224.,13092,"42.654563, -76.419295","Locke, New York",2498,51.13,"#18,016",130
25,1225.,14462,"42.686022, -77.757656","Groveland, New York",632,50.98,"#18,038",144
26,1226.,13780,"42.431337, -75.483014","Guilford, New York",923,50.89,"#18,050",137
27,1227.,12957,"44.842599, -74.575140","Moira, New York",1798,50.88,"#18,051",129
28,1228.,13620,"43.908782, -75.448325","Castorland, New York",2499,50.78,"#18,059",136
29,1229.,14782,"42.265414, -79.259701","Sinclairville, New York",2932,50.60,"#18,080",147
30,1230.,14817,"42.365570, -76.332004","Brooktondale, New York",2282,50.59,"#18,083",148
31,1231.,14803,"42.233273, -77.795084","Alfred Station, New York",1241,50.54,"#18,090",148
32,1232.,13146,"43.100853, -76.756859","Savannah, New York",2541,50.36,"#18,112",131
33,1233.,12958,"44.953538, -73.572922","Mooers, New York",1737,50.30,"#18,117",129
34,1234.,14082,"42.655393, -78.377089","Java Center, New York",428,49.98,"#18,160",140
35,1235.,13491,"42.864135, -75.168133","West Winfield, New York",3784,49.93,"#18,167",134
36,1236.,14775,"42.228753, -79.699933","Ripley, New York",2736,49.91,"#18,171",147
37,1237.,14801,"42.104056, -77.292968","Addison, New York",5427,49.62,"#18,204",148
38,1238.,13333,"42.836735, -74.805803","East Springfield, New York",142,49.45,"#18,226",133
39,1239.,14591,"42.832021, -78.107328","Wyoming, New York",1570,49.43,"#18,232",145
40,1240.,14101,"42.386295, -78.536979","Machias, New York",1949,49.07,"#18,279",141
41,1241.,14167,"42.750032, -78.324679","Varysburg, New York",1646,48.71,"#18,328",141
42,1242.,13483,"43.406502, -75.835393","Westdale, New York",160,48.60,"#18,351",134
43,1243.,12965,"44.694202, -74.687711","Nicholville, New York",489,48.50,"#18,365",129
44,1244.,12176,"42.382017, -73.980862","Surprise, New York",175,48.45,"#18,375",121
45,1245.,14727,"42.206974, -78.297252","Cuba, New York",5366,48.44,"#18,376",147
46,1246.,13063,"42.847233, -75.967841","Fabius, New York",2027,48.13,"#18,420",130
47,1247.,13468,"42.848254, -74.851925","Springfield Center, New York",459,48.10,"#18,428",134
48,1248.,14815,"42.374323, -77.086684","Bradford, New York",973,48.05,"#18,435",148
49,1249.,13418,"42.847748, -75.389226","North Brookfield, New York",325,47.97,"#18,448",134
50,1250.,12052,"42.747432, -73.463447","Cropseyville, New York",1000,47.48,"#18,513",120
51,1251.,14062,"42.451343, -79.166476","Forestville, New York",3351,47.42,"#18,523",140
52,1252.,14878,"42.447954, -76.941942","Rock Stream, New York",747,47.36,"#18,533",148
53,1253.,12944,"44.442367, -73.514751","Keeseville, New York",4402,47.17,"#18,565",129
54,1254.,13808,"42.530472, -75.254515","Morris, New York",1894,46.99,"#18,591",138
55,1255.,14809,"42.422712, -77.441531","Avoca, New York",2610,46.88,"#18,609",148
56,1256.,12837,"43.476445, -73.255601","Hampton, New York",849,46.87,"#18,611",128
57,1257.,14013,"43.086290, -78.397746","Basom, New York",1822,46.84,"#18,614",140
58,1258.,13803,"42.470065, -76.072120","Marathon, New York",4225,46.80,"#18,618",138
59,1259.,14054,"42.908684, -78.148894","East Bethany, New York",1361,46.53,"#18,658",140
60,1260.,14823,"42.249138, -77.558954","Canisteo, New York",3985,46.51,"#18,661",148
61,1261.,12937,"44.954775, -74.471763","Fort Covington, New York",1524,46.51,"#18,662",129
62,1262.,13332,"42.764187, -75.581764","Earlville, New York",2400,46.48,"#18,673",133
63,1263.,13411,"42.633789, -75.306457","New Berlin, New York",3332,46.39,"#18,690",134
64,1264.,12409,"42.084844, -74.156900","Bearsville, New York",464,46.35,"#18,697",124
65,1265.,14507,"42.675374, -77.305556","Middlesex, New York",1385,46.35,"#18,698",145
66,1266.,13864,"42.292696, -76.401099","Willseyville, New York",1085,46.16,"#18,740",138
67,1267.,13439,"42.853508, -74.998075","Richfield Springs, New York",3893,45.96,"#18,771",134
68,1268.,12136,"42.439484, -73.555326","Old Chatham, New York",875,45.90,"#18,788",121
69,1269.,13368,"43.635778, -75.325203","Lyons Falls, New York",1162,45.65,"#18,823",133
70,1270.,14541,"42.763430, -76.844570","Romulus, New York",2006,45.57,"#18,837",145
71,1271.,12916,"44.829345, -74.514650","Brushton, New York",1857,45.54,"#18,840",129
72,1272.,13754,"42.088482, -75.447962","Deposit, New York",3437,45.34,"#18,866",137
73,1273.,12521,"42.171332, -73.650529","Craryville, New York",1499,45.30,"#18,870",125
74,1274.,12946,"44.273458, -73.962583","Lake Placid, New York",8098,45.22,"#18,888",129
75,1275.,13841,"42.419610, -75.845795","Smithville Flats, New York",399,44.89,"#18,944",138
76,1276.,12736,"41.835405, -75.031535","Fremont Center, New York",152,44.81,"#18,958",127
77,1277.,14860,"42.577999, -76.830889","Lodi, New York",1142,44.80,"#18,960",148
78,1278.,13438,"43.354138, -75.159614","Remsen, New York",4364,44.73,"#18,966",134
79,1279.,14861,"42.099275, -76.681052","Lowman, New York",1459,44.71,"#18,969",148
80,1280.,13141,"42.752495, -76.185697","Preble, New York",789,44.58,"#18,989",131
81,1281.,12458,"41.857544, -74.389725","Napanoch, New York",2243,44.30,"#19,031",124
82,1282.,14512,"42.645241, -77.399770","Naples, New York",4668,44.28,"#19,035",145
83,1283.,13786,"42.454631, -74.690493","Harpersfield, New York",435,44.26,"#19,036",137
84,1284.,13416,"43.187390, -74.970566","Newport, New York",2228,44.25,"#19,039",134
85,1285.,12737,"41.486964, -74.798585","Glen Spey, New York",1500,44.14,"#19,051",127
86,1286.,14818,"42.454933, -76.818927","Burdett, New York",1842,44.11,"#19,056",148
87,1287.,12960,"44.015756, -73.572348","Moriah, New York",1019,43.66,"#19,127",129
88,1288.,14113,"42.656893, -78.345285","North Java, New York",775,43.63,"#19,138",141
89,1289.,13337,"42.757804, -74.999545","Fly Creek, New York",868,43.47,"#19,169",133
90,1290.,12926,"44.950817, -74.328997","Constable, New York",2083,43.34,"#19,190",129
91,1291.,13830,"42.442442, -75.645524","Oxford, New York",5144,43.18,"#19,214",138
92,1292.,13459,"42.775005, -74.588674","Sharon Springs, New York",2047,43.15,"#19,218",134
93,1293.,14858,"42.036293, -77.134052","Lindley, New York",1783,42.90,"#19,256",148
94,1294.,12115,"42.477297, -73.576704","Malden Bridge, New York",242,42.87,"#19,259",121
95,1295.,13071,"42.675103, -76.542586","Genoa, New York",1029,42.80,"#19,269",130
96,1296.,12167,"42.423174, -74.598846","Stamford, New York",2499,42.79,"#19,270",121
97,1297.,14711,"42.321632, -78.131646","Belfast, New York",1931,42.72,"#19,277",147
98,1298.,13471,"43.378027, -75.610579","Taberg, New York",3466,42.55,"#19,299",134
99,1299.,13061,"42.858748, -75.745465","Erieville, New York",930,42.45,"#19,310",130
100,1300.,12910,"44.860024, -73.659348","Altona, New York",2340,42.36,"#19,326",129
1,1301.,13863,"42.435399, -75.906242","Willet, New York",598,42.29,"#19,339",138
2,1302.,14754,"42.021908, -78.201569","Little Genesee, New York",545,42.25,"#19,350",147
3,1303.,12996,"44.355279, -73.448053","Willsboro, New York",2129,42.17,"#19,366",129
4,1304.,14171,"42.424674, -78.649832","West Valley, New York",2180,41.87,"#19,407",141
5,1305.,13309,"43.476533, -75.343325","Boonville, New York",5942,41.64,"#19,446",133
6,1306.,13608,"44.254686, -75.615340","Antwerp, New York",1618,41.55,"#19,454",136
7,1307.,14066,"42.615091, -78.186176","Gainesville, New York",1514,41.52,"#19,458",140
8,1308.,14813,"42.246862, -77.967713","Belmont, New York",2538,41.36,"#19,483",148
9,1309.,12153,"42.640875, -73.460977","Sand Lake, New York",902,41.14,"#19,519",121
10,1310.,14728,"42.263333, -79.423176","Dewittville, New York",1071,41.08,"#19,525",147
11,1311.,12726,"41.699480, -74.988521","Cochecton, New York",1185,40.93,"#19,551",127
12,1312.,14805,"42.351406, -76.720073","Alpine, New York",1207,40.92,"#19,552",148
13,1313.,14755,"42.233756, -78.804596","Little Valley, New York",2987,40.84,"#19,567",147
14,1314.,12122,"42.545070, -74.308047","Middleburgh, New York",4348,40.83,"#19,569",121
15,1315.,14807,"42.410670, -77.721044","Arkport, New York",3120,40.82,"#19,571",148
16,1316.,12920,"44.911936, -74.067219","Chateaugay, New York",2537,40.73,"#19,592",129
17,1317.,13661,"43.720822, -76.097899","Mannsville, New York",2048,40.30,"#19,645",136
18,1318.,12529,"42.198740, -73.542728","Hillsdale, New York",2457,40.15,"#19,665",125
19,1319.,13144,"43.568747, -75.977023","Richland, New York",1576,40.11,"#19,673",131
20,1320.,13335,"42.705575, -75.247960","Edmeston, New York",1557,40.00,"#19,689",133
21,1321.,14748,"42.173821, -78.606386","Kill Buck, New York",660,39.86,"#19,711",147
22,1322.,14737,"42.329050, -78.428611","Franklinville, New York",4275,39.77,"#19,723",147
23,1323.,12496,"42.319697, -74.241265","Windham, New York",1097,39.75,"#19,728",124
24,1324.,13081,"42.673617, -76.627152","King Ferry, New York",1189,39.41,"#19,783",130
25,1325.,14767,"42.040452, -79.514296","Panama, New York",1910,39.29,"#19,801",147
26,1326.,13316,"43.418917, -75.739740","Camden, New York",6664,39.25,"#19,808",133
27,1327.,14743,"42.201818, -78.407487","Hinsdale, New York",2034,39.15,"#19,820",147
28,1328.,13314,"42.825882, -75.324121","Brookfield, New York",939,39.08,"#19,827",133
29,1329.,14138,"42.367234, -79.047120","South Dayton, New York",2144,39.03,"#19,832",141
30,1330.,13843,"42.566573, -75.389210","South New Berlin, New York",1720,39.02,"#19,837",138
31,1331.,13622,"44.086743, -76.100111","Chaumont, New York",2082,38.82,"#19,866",136
32,1332.,12138,"42.748844, -73.370413","Petersburg, New York",3678,38.78,"#19,876",121
33,1333.,14719,"42.341958, -78.875953","Cattaraugus, New York",3561,38.47,"#19,917",147
34,1334.,12784,"41.667446, -74.611602","Thompsonville, New York",59,38.39,"#19,929",127
35,1335.,12087,"42.432250, -73.892894","Hannacroix, New York",504,38.39,"#19,930",120
36,1336.,13348,"42.707256, -75.057189","Hartwick, New York",1359,38.38,"#19,934",133
37,1337.,14739,"42.197690, -78.155910","Friendship, New York",2968,38.31,"#19,951",147
38,1338.,12817,"43.639819, -73.818906","Chestertown, New York",2187,38.30,"#19,952",128
39,1339.,13776,"42.471141, -75.341246","Gilbertsville, New York",797,37.86,"#20,011",137
40,1340.,12120,"42.465966, -74.136281","Medusa, New York",539,37.75,"#20,030",121
41,1341.,13660,"44.773868, -75.160958","Madrid, New York",2014,37.67,"#20,045",136
42,1342.,13736,"42.323579, -76.192978","Berkshire, New York",2342,37.61,"#20,064",137
43,1343.,12060,"42.410399, -73.505286","East Chatham, New York",1396,37.61,"#20,067",120
44,1344.,14731,"42.307754, -78.643656","Ellicottville, New York",1773,37.49,"#20,087",147
45,1345.,14826,"42.491464, -77.497778","Cohocton, New York",2254,37.41,"#20,101",148
46,1346.,13842,"42.381200, -74.724657","South Kortright, New York",538,37.02,"#20,158",138
47,1347.,13839,"42.240354, -75.259059","Sidney Center, New York",1666,37.01,"#20,162",138
48,1348.,14889,"42.234171, -76.578897","Van Etten, New York",1458,37.00,"#20,163",148
49,1349.,14897,"42.043602, -77.794465","Whitesville, New York",890,36.99,"#20,165",148
50,1350.,14418,"42.604430, -77.216428","Branchport, New York",1481,36.71,"#20,217",144
51,1351.,12023,"42.598558, -74.183022","Berne, New York",2121,36.68,"#20,219",120
52,1352.,13691,"44.227220, -75.773875","Theresa, New York",2729,36.61,"#20,229",136
53,1353.,12459,"42.234184, -74.693522","New Kingston, New York",354,36.60,"#20,233",124
54,1354.,12442,"42.237891, -74.270911","Hunter, New York",608,36.46,"#20,265",124
55,1355.,13775,"42.332984, -75.159583","Franklin, New York",1735,36.34,"#20,287",137
56,1356.,10020,"40.758236, -73.978833","New York, New York",1,36.19,"#20,319",100
57,1357.,13680,"44.595988, -75.323398","Rensselaer Falls, New York",1303,36.02,"#20,355",136
58,1358.,13835,"42.393463, -76.155520","Richford, New York",1545,35.96,"#20,370",138
59,1359.,12422,"42.391829, -74.213288","Durham, New York",291,35.95,"#20,372",124
60,1360.,13654,"44.571770, -75.488083","Heuvelton, New York",2329,35.94,"#20,374",136
61,1361.,14536,"42.541588, -78.082446","Portageville, New York",664,35.92,"#20,378",145
62,1362.,13052,"42.745091, -75.863841","De Ruyter, New York",1631,35.86,"#20,393",130
63,1363.,12732,"41.568057, -74.886620","Eldred, New York",900,35.82,"#20,404",127
64,1364.,12983,"44.218046, -74.206563","Saranac Lake, New York",7148,35.73,"#20,418",129
65,1365.,14806,"42.156645, -77.792643","Andover, New York",2302,35.70,"#20,422",148
66,1366.,12823,"43.179961, -73.409117","Cossayuna, New York",190,35.62,"#20,440",128
67,1367.,14784,"42.319116, -79.389155","Stockton, New York",1012,35.55,"#20,454",147
68,1368.,13303,"43.367414, -75.468212","Ava, New York",1190,35.50,"#20,465",133
69,1369.,13856,"42.181947, -75.161730","Walton, New York",6568,35.40,"#20,483",138
70,1370.,12187,"42.618840, -74.463554","Warnerville, New York",684,35.31,"#20,492",121
71,1371.,12824,"43.514318, -73.696762","Diamond Point, New York",735,35.07,"#20,528",128
72,1372.,12959,"44.952351, -73.719912","Mooers Forks, New York",1467,34.82,"#20,572",129
73,1373.,12448,"42.089536, -74.200347","Lake Hill, New York",218,34.25,"#20,678",124
74,1374.,12418,"42.355986, -74.156318","Cornwallville, New York",612,34.03,"#20,709",124
75,1375.,12197,"42.609999, -74.724749","Worcester, New York",2397,33.92,"#20,735",121
76,1376.,12022,"42.670232, -73.327389","Berlin, New York",813,33.87,"#20,745",120
77,1377.,14880,"42.172558, -77.974607","Scio, New York",1644,33.80,"#20,757",148
78,1378.,14873,"42.515864, -77.304978","Prattsburgh, New York",2422,33.73,"#20,768",148
79,1379.,12473,"42.277061, -74.078875","Round Top, New York",736,33.57,"#20,807",124
80,1380.,14709,"42.356494, -77.982064","Angelica, New York",1510,33.50,"#20,818",147
81,1381.,12435,"41.730835, -74.513284","Greenfield Park, New York",261,33.42,"#20,839",124
82,1382.,13697,"44.754714, -74.810347","Winthrop, New York",2165,33.37,"#20,855",136
83,1383.,14824,"42.265778, -76.693080","Cayuta, New York",869,33.34,"#20,861",148
84,1384.,13625,"44.542508, -74.910389","Colton, New York",1882,33.32,"#20,866",136
85,1385.,12941,"44.349395, -73.727808","Jay, New York",1429,33.28,"#20,869",129
86,1386.,14741,"42.219966, -78.611624","Great Valley, New York",2076,33.24,"#20,878",147
87,1387.,13804,"42.220452, -75.359973","Masonville, New York",389,33.24,"#20,879",138
88,1388.,13147,"42.775406, -76.569608","Scipio Center, New York",1204,33.12,"#20,909",131
89,1389.,14735,"42.452690, -78.096169","Fillmore, New York",2643,32.98,"#20,940",147
90,1390.,14724,"42.046328, -79.669830","Clymer, New York",2577,32.98,"#20,943",147
91,1391.,12966,"44.798893, -74.418686","North Bangor, New York",2836,32.87,"#20,966",129
92,1392.,13614,"44.532249, -75.693434","Brier Hill, New York",289,32.75,"#20,990",136
93,1393.,13810,"42.606817, -75.108363","Mount Vision, New York",1296,32.74,"#20,994",138
94,1394.,13844,"42.605698, -75.689550","South Plymouth, New York",1034,32.67,"#21,002",138
95,1395.,13302,"43.498110, -75.965068","Altmar, New York",1556,32.63,"#21,013",133
96,1396.,13464,"42.687973, -75.615788","Smyrna, New York",1341,32.39,"#21,055",134
97,1397.,12175,"42.563979, -74.556746","Summit, New York",950,32.37,"#21,059",121
98,1398.,12786,"41.638630, -74.857203","White Lake, New York",665,32.28,"#21,081",127
99,1399.,12814,"43.624528, -73.636205","Bolton Landing, New York",1552,32.20,"#21,096",128
100,1400.,13343,"43.742548, -75.326461","Glenfield, New York",1752,32.19,"#21,098",133
1,1401.,14855,"42.145700, -77.497396","Jasper, New York",841,32.03,"#21,126",148
2,1402.,12724,"41.858901, -74.943035","Callicoon Center, New York",296,32.02,"#21,128",127
3,1403.,12166,"42.844633, -74.460179","Sprakers, New York",1501,31.92,"#21,158",121
4,1404.,12873,"43.117451, -73.311646","Shushan, New York",808,31.79,"#21,182",128
5,1405.,12914,"44.930433, -74.602930","Bombay, New York",1163,31.65,"#21,207",129
6,1406.,14723,"42.317704, -79.157231","Cherry Creek, New York",1262,31.63,"#21,211",147
7,1407.,12147,"42.518611, -74.158840","Rensselaerville, New York",528,31.54,"#21,228",121
8,1408.,12502,"42.083350, -73.656655","Ancram, New York",1114,31.38,"#21,258",125
9,1409.,14836,"42.509496, -77.923667","Dalton, New York",1103,31.22,"#21,299",148
10,1410.,13656,"44.192235, -75.955486","La Fargeville, New York",2655,31.18,"#21,309",136
11,1411.,12827,"43.440555, -73.506595","Fort Ann, New York",3815,31.12,"#21,326",128
12,1412.,13486,"43.347530, -75.356372","Westernville, New York",832,31.08,"#21,334",134
13,1413.,12917,"44.939317, -74.174695","Burke, New York",1312,30.80,"#21,407",129
14,1414.,13613,"44.843198, -74.749024","Brasher Falls, New York",2450,30.78,"#21,413",136
15,1415.,13433,"43.589518, -75.242417","Port Leyden, New York",1732,30.73,"#21,425",134
16,1416.,12468,"42.299024, -74.400728","Prattsville, New York",1349,30.62,"#21,453",124
17,1417.,12740,"41.879181, -74.495101","Grahamsville, New York",2088,30.62,"#21,454",127
18,1418.,14859,"42.141589, -76.547214","Lockwood, New York",1137,30.57,"#21,462",148
19,1419.,13493,"43.432843, -75.897509","Williamstown, New York",2199,30.50,"#21,474",134
20,1420.,14753,"42.040451, -78.638622","Limestone, New York",1212,30.46,"#21,484",147
21,1421.,13788,"42.338730, -74.666876","Hobart, New York",912,30.10,"#21,564",137
